===== Starting battle of <TruthBot> vs <PatientBot> with memory tape size: 18 =====

[ 128 | 2 | -4 | 2 | >-1 | 0 | 0 | 0 | 0 | 0 | -1< | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | >-2 | 0 | 0 | 0 | 0 | 0< | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | >-3 | 0 | 0 | 0 | 0 | 1< | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | >-4 | 0 | 0 | 0 | 0< | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | >0 | 0 | 0 | -1< | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | >1 | 0 | 0< | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | >2 | 0 | 1< | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | >0 | 1< | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | >-1 | 0< | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | >-2 | 0< | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | >-3 | 0< | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | >-4< | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -3< | >0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -3< | >1 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4< | >2 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4< | 2 | >-1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5< | 2 | >-2 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5< | 2 | >-3 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2< | >-4 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | >-5< | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | >1< | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | >0 | -1< | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | >-1 | -1 | -1< | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | >-2 | -1 | -1 | 1< | 1 | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | >-3 | -1 | -1 | 1 | 1< | -1 | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >-1 | -1 | 1 | 1 | -1< | -1 | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >0 | -1 | 1 | 1 | -1 | -1< | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >1 | -1 | 1 | 1 | -1 | -1< | 0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >2 | -1 | 1 | 1 | -1 | -1 | 0< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >3 | -1 | 1 | 1 | -1 | -1 | 0< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >3 | -1 | 1 | 1 | -1 | -1 | 1< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >2 | -1 | 1 | 1 | -1 | -1 | 2< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >2 | -1 | 1 | 1 | -1 | -1 | 3< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >1 | -1 | 1 | 1 | -1 | -1 | 4< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >1 | -1 | 1 | 1 | -1 | -1 | 5< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >0 | -1 | 1 | 1 | -1 | -1 | 6< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | >0 | -1 | 1 | 1 | -1 | -1 | 7< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >-1 | 1 | 1 | -1 | -1 | 8< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >0 | 1 | 1 | -1 | -1 | 9< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >1 | 1 | 1 | -1 | -1 | 10< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >2 | 1 | 1 | -1 | -1 | 11< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >3 | 1 | 1 | -1 | -1 | 12< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >3 | 1 | 1 | -1 | -1 | 13< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >2 | 1 | 1 | -1 | -1 | 14< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >2 | 1 | 1 | -1 | -1 | 15< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >1 | 1 | 1 | -1 | -1 | 16< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >1 | 1 | 1 | -1 | -1 | 17< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >0 | 1 | 1 | -1 | -1 | 18< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | >0 | 1 | 1 | -1 | -1 | 19< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >1 | 1 | -1 | -1 | 20< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >2 | 1 | -1 | -1 | 21< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >3 | 1 | -1 | -1 | 22< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >4 | 1 | -1 | -1 | 23< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >5 | 1 | -1 | -1 | 24< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >5 | 1 | -1 | -1 | 25< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >4 | 1 | -1 | -1 | 26< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >4 | 1 | -1 | -1 | 27< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >3 | 1 | -1 | -1 | 28< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >3 | 1 | -1 | -1 | 29< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >2 | 1 | -1 | -1 | 30< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >2 | 1 | -1 | -1 | 31< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >1 | 1 | -1 | -1 | 32< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >1 | 1 | -1 | -1 | 33< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >0 | 1 | -1 | -1 | 34< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | >0 | 1 | -1 | -1 | 35< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >1 | -1 | -1 | 36< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >2 | -1 | -1 | 37< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >3 | -1 | -1 | 38< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >4 | -1 | -1 | 39< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >5 | -1 | -1 | 40< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >5 | -1 | -1 | 41< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >4 | -1 | -1 | 42< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >4 | -1 | -1 | 43< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >3 | -1 | -1 | 44< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >3 | -1 | -1 | 45< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >2 | -1 | -1 | 46< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >2 | -1 | -1 | 47< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >1 | -1 | -1 | 48< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >1 | -1 | -1 | 49< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >0 | -1 | -1 | 50< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | >0 | -1 | -1 | 51< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >-1 | -1 | 52< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >0 | -1 | 53< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >1 | -1 | 54< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >2 | -1 | 55< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >3 | -1 | 56< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >3 | -1 | 57< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >2 | -1 | 58< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >2 | -1 | 59< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >1 | -1 | 60< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >1 | -1 | 61< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >0 | -1 | 62< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | >0 | -1 | 63< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >-1 | 64< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >0 | 65< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >1 | 66< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >2 | 67< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >3 | 68< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >3 | 69< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >2 | 70< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >2 | 71< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >1 | 72< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >1 | 73< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >0 | 74< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | >0 | 75< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >76< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >78< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >80< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >82< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >84< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >85< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >85< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >86< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >86< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >87< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >87< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >88< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >88< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >89< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >89< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >90< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >90< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >91< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >91< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >92< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >92< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >93< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >93< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >94< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >94< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >95< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >95< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >96< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >96< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >97< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >97< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >98< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >98< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >99< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >99< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >100< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >100< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >101< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >101< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >102< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >102< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >103< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >103< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >104< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >104< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >105< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >105< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >106< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >106< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >107< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >107< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >108< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >108< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >109< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >109< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >110< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >110< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >111< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >111< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >112< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >112< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >113< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >113< | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -5 | 2 | -5 | -3 | 0 | 0 | 0 | 0 | 0 | 0 | >114< | 128 ]
